URN,LA (code),LA (name),EstablishmentNumber,EstablishmentName,TypeOfEstablishment (name),EstablishmentTypeGroup (name),EstablishmentStatus (name),ReasonEstablishmentOpened (name),OpenDate,ReasonEstablishmentClosed (name),CloseDate,PhaseOfEducation (name),StatutoryLowAge,StatutoryHighAge,Boarders (name),NurseryProvision (name),OfficialSixthForm (name),Gender (name),ReligiousCharacter (name),ReligiousEthos (name),Diocese (name),AdmissionsPolicy (name),SchoolCapacity,SpecialClasses (name),CensusDate,NumberOfPupils,NumberOfBoys,NumberOfGirls,PercentageFSM,TrustSchoolFlag (name),Trusts (name),SchoolSponsorFlag (name),SchoolSponsors (name),FederationFlag (name),Federations (name),UKPRN,FEHEIdentifier,FurtherEducationType (name),OfstedLastInsp,LastChangedDate,Street,Locality,Address3,Town,County (name),Postcode,SchoolWebsite,TelephoneNum,HeadTitle (name),HeadFirstName,HeadLastName,HeadPreferredJobTitle,BSOInspectorateName (name),InspectorateReport,DateOfLastInspectionVisit,NextInspectionVisit,TeenMoth (name),TeenMothPlaces,CCF (name),SENPRU (name),EBD (name),PlacesPRU,FTProv (name),EdByOther (name),Section41Approved (name),SEN1 (name),SEN2 (name),SEN3 (name),SEN4 (name),SEN5 (name),SEN6 (name),SEN7 (name),SEN8 (name),SEN9 (name),SEN10 (name),SEN11 (name),SEN12 (name),SEN13 (name),TypeOfResourcedProvision (name),ResourcedProvisionOnRoll,ResourcedProvisionCapacity,SenUnitOnRoll,SenUnitCapacity,GOR (name),DistrictAdministrative (name),AdministrativeWard (name),ParliamentaryConstituency (name),UrbanRural (name),GSSLACode (name),Easting,Northing,MSOA (name),LSOA (name),InspectorateName (name),SENStat,SENNoStat,PropsName,OfstedRating (name),RSCRegion (name),Country (name),UPRN,SiteName,QABName (name),EstablishmentAccredited (name),QABReport,CHNumber,MSOA (code),LSOA (code),FSM,AccreditationExpiryDate,Linked establishments,,,
140210,204,Hackney,4003,Mossbourne Victoria Park Academy,Academy sponsor led,Academies,Open,New Provision,01-09-2014,,,Secondary,11,18,No boarders,No Nursery Classes,Has a sixth form,Mixed,None,None,,Non-selective,800,Not applicable,19-01-2023,836,448,388,40.1,Supported by a multi-academy trust,THE MOSSBOURNE FEDERATION,Linked to a sponsor,The Mossbourne Federation,Not applicable,,10047224,,Not applicable,25-01-2023,22-11-2023,Victoria Park Road,Hackney,,London,,E9 7HD,www.mvpa.mossbourne.org,2085104550,Mr,Matthew,Toothe,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not applicable,,,,,,,,,,,,,,,,,,,London,Hackney,Victoria,Hackney South and Shoreditch,(England/Wales) Urban major conurbation,E09000012,535855,184061,Hackney 022,Hackney 022A,,,,,Outstanding,East of England and North-East London,,1.00021E+11,,Not applicable,Not applicable,,,E02000366,E01001836,335,,Does not have links,,,
140212,207,Kensington and Chelsea,4000,Kensington Aldridge Academy,Academy sponsor led,Academies,Open,New Provision,01-09-2014,,,Secondary,11,18,No boarders,No Nursery Classes,Has a sixth form,Mixed,None,None,,Non-selective,1140,Not applicable,19-01-2023,1281,603,678,51.8,Supported by a single-academy trust,KENSINGTON ALDRIDGE ACADEMY,Linked to a sponsor,Aldridge Education,Not applicable,,10047225,,Not applicable,13-12-2017,24-11-2023,1 Silchester Road,,,London,,W10 6EX,http://www.kaa.org.uk,2073135800,Ms,Anna,Jordan,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not applicable,SpLD - Specific Learning Difficulty,VI - Visual Impairment,OTH - Other Difficulty/Disability,"SLCN - Speech, language and Communication",ASD - Autistic Spectrum Disorder,"SEMH - Social, Emotional and Mental Health",PD - Physical Disability,MLD - Moderate Learning Difficulty,SLD - Severe Learning Difficulty,,,,,Resourced provision,27,27,,,London,Kensington and Chelsea,Notting Dale,Kensington,(England/Wales) Urban major conurbation,E09000020,523920,180986,Kensington and Chelsea 005,Kensington and Chelsea 005D,,,,,Outstanding,North-West London and South-Central England,,217126911,,Not applicable,Not applicable,,,E02000581,E01002880,523,,Does not have links,,,
140221,210,Southwark,4002,South Bank University Academy,Academy sponsor led,Academies,Open,New Provision,01-09-2014,,,Secondary,11,19,No boarders,No Nursery Classes,Has a sixth form,Mixed,None,None,,Not applicable,900,Not applicable,19-01-2023,654,443,211,47,Supported by a multi-academy trust,SOUTH BANK ACADEMIES,Linked to a sponsor,London South Bank University,Not applicable,,10043502,,Not applicable,09-06-2022,14-11-2023,Trafalgar Street,,,London,,SE17 2TP,www.southbankua.org.uk,2072773000,,Annette,Moses,Principal,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not applicable,,,,,,,,,,,,,,,,,,,London,Southwark,Faraday,Camberwell and Peckham,(England/Wales) Urban major conurbation,E09000028,532760,178326,Southwark 016,Southwark 016D,,,,,Good,South-East England and South London,,10013528569,,Not applicable,Not applicable,,,E02000822,E01003972,247,,Does not have links,,,
140249,919,Hertfordshire,4146,Ralph Sadleir School,Academy converter,Academies,Open,Academy Converter,01-10-2013,,,Middle deemed secondary,9,13,No boarders,No Nursery Classes,Does not have a sixth form,Mixed,Does not apply,Does not apply,Not applicable,Not applicable,360,No Special Classes,19-01-2023,348,188,160,11.2,Supported by a multi-academy trust,RALPH SADLEIR SCHOOL,-,,Not applicable,,10043458,,Not applicable,19-10-2022,08-12-2023,Station Road,Puckeridge,,Ware,Hertfordshire,SG11 1TF,http://ralphsadleir.herts.sch.uk/,1920821042,Mrs,Kerry,Scripps,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,East of England,East Hertfordshire,Braughing & Standon,North East Hertfordshire,(England/Wales) Rural town and fringe,E10000015,539204,222998,East Hertfordshire 006,East Hertfordshire 006E,,,,,Good,North-West London and South-Central England,,10033099252,,Not applicable,Not applicable,,,E02004883,E01035593,39,,117543 Predecessor,,,
140294,919,Hertfordshire,4067,Simon Balle All-Through School,Academy converter,Academies,Open,Academy Converter,01-11-2013,,,All-through,4,18,No boarders,No Nursery Classes,Has a sixth form,Mixed,Does not apply,Does not apply,Not applicable,Non-selective,1037,No Special Classes,19-01-2023,1597,829,768,9.8,Supported by a multi-academy trust,SIMON BALLE ACADEMIES TRUST,-,,Not applicable,,10043914,,Not applicable,10-05-2018,15-11-2023,Mangrove Road,,,Hertford,Hertfordshire,SG13 8AJ,http://www.simonballe.herts.sch.uk/,1992410400,,Rachel Kirk and,Mike Moss,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,East of England,East Hertfordshire,Hertford Castle,Hertford and Stortford,(England/Wales) Urban city and town,E10000015,533257,212265,East Hertfordshire 017,East Hertfordshire 017B,,,,,Outstanding,North-West London and South-Central England,,1.00081E+11,,Not applicable,Not applicable,,,E02004894,E01023476,130,,117519 Predecessor,,,
140373,316,Newham,4005,Langdon Academy,Academy sponsor led,Academies,Open,New Provision,01-01-2014,,,All-through,3,16,No boarders,Has Nursery Classes,Does not have a sixth form,Mixed,Does not apply,None,Not applicable,Non-selective,2430,Not applicable,19-01-2023,2062,1231,831,38.8,Supported by a multi-academy trust,BRAMPTON MANOR TRUST,Linked to a sponsor,Brampton Manor Trust,Not applicable,,10044163,,Not applicable,09-05-2019,13-11-2023,Sussex Road,East Ham,,London,,E6 2PS,www.langdonacademy.org,2084712411,Mr,Jamie,Brooks,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not applicable,ASD - Autistic Spectrum Disorder,,,,,,,,,,,,,Resourced provision,34,34,,,London,Newham,Wall End,East Ham,(England/Wales) Urban major conurbation,E09000025,543611,183507,Newham 023,Newham 023E,,,,,Good,East of England and North-East London,,46250943,,Not applicable,Not applicable,,,E02000736,E01003623,801,,102780 Predecessor,,,
140475,317,Redbridge,4027,Loxford School,Academy converter,Academies,Open,Academy Converter,01-12-2013,,,All-through,3,19,No boarders,Has Nursery Classes,Has a sixth form,Mixed,Does not apply,Does not apply,Not applicable,Non-selective,3000,No Special Classes,19-01-2023,2791,1480,1311,24.5,Supported by a multi-academy trust,LOXFORD SCHOOL TRUST LIMITED,Linked to a sponsor,Loxford School Trust Ltd,Not applicable,,10044266,,Not applicable,,22-11-2023,Loxford Lane,,,Ilford,Essex,IG1 2UT,www.loxford.net,2085144666,Mrs,Anita,Johnson OBE,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,London,Redbridge,Mayfield,Ilford South,(England/Wales) Urban major conurbation,E09000026,544939,185448,Redbridge 031,Redbridge 031C,,,,,,East of England and North-East London,,10034923007,,Not applicable,Not applicable,,,E02000781,E01003739,565,,102853 Predecessor,,,
140575,317,Redbridge,4030,Beal High School,Academy converter,Academies,Open,Academy Converter,01-02-2014,,,Secondary,11,18,No boarders,No Nursery Classes,Has a sixth form,Mixed,Does not apply,Does not apply,Not applicable,Non-selective,2840,No Special Classes,19-01-2023,2670,1421,1249,15.4,Supported by a multi-academy trust,BEACON MULTI-ACADEMY TRUST LIMITED,Linked to a sponsor,Beacon Multi-Academy Trust Limited,Not applicable,,10044822,,Not applicable,10-11-2021,13-09-2023,Woodford Bridge Road,,,Ilford,Essex,IG4 5LP,www.bealhighschool.co.uk,2085514954,Ms,Kathryn,Burns,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,ASD - Autistic Spectrum Disorder,,,,,,,,,,,,,Resourced provision,57,42,,,London,Redbridge,Clayhall,Ilford North,(England/Wales) Urban major conurbation,E09000026,542242,189440,Redbridge 036,Redbridge 036G,,,,,Good,East of England and North-East London,,1.00022E+11,,Not applicable,Not applicable,,,E02006925,E01003681,277,,102855 Predecessor,,,
140595,886,Kent,5418,The Skinners' School,Academy converter,Academies,Open,Academy Converter,01-02-2014,,,Secondary,11,18,No boarders,No Nursery Classes,Has a sixth form,Boys,None,Does not apply,Not applicable,Selective,945,No Special Classes,19-01-2023,1118,1118,0,4.2,Supported by a multi-academy trust,SKINNERS' ACADEMIES TRUST,Linked to a sponsor,The Skinners' Company,Not applicable,,10044808,,Not applicable,17-11-2021,18-12-2023,St John's Road,,,Tunbridge Wells,Kent,TN4 9PG,http://www.skinners-school.co.uk,1892520732,Mr,Edward,Wesson,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,VI - Visual Impairment,ASD - Autistic Spectrum Disorder,,,,,,,,,,,,Resourced provision,2,2,,,South East,Tunbridge Wells,St John's,Tunbridge Wells,(England/Wales) Urban city and town,E10000016,558264,140612,Tunbridge Wells 007,Tunbridge Wells 007D,,,,,Good,South-East England and South London,,10008661460,,Not applicable,Not applicable,,,E02005168,E01024838,34,,118890 Predecessor,,,
140640,886,Kent,5435,St Gregory's Catholic School,Academy converter,Academies,Open,Academy Converter,01-03-2014,,,Secondary,11,18,No boarders,No Nursery Classes,Has a sixth form,Mixed,Roman Catholic,Does not apply,Archdiocese of Southwark,Non-selective,1082,No Special Classes,19-01-2023,1339,796,543,18.3,Supported by a multi-academy trust,KENT CATHOLIC SCHOOLS' PARTNERSHIP,Linked to a sponsor,Kent Catholic Schools' Partnership,Not applicable,,10045187,,Not applicable,,02-01-2024,Reynolds Lane,,,Tunbridge Wells,Kent,TN4 9XL,http://www.sgschool.org.uk,1892527444,Mr,Michael,Wilson,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,HI - Hearing Impairment,,,,,,,,,,,,,Resourced provision,,,,,South East,Tunbridge Wells,St John's,Tunbridge Wells,(England/Wales) Urban city and town,E10000016,558104,141564,Tunbridge Wells 002,Tunbridge Wells 002A,,,,,,South-East England and South London,,1.00063E+11,,Not applicable,Not applicable,,,E02005163,E01024837,201,,118907 Predecessor,,,
140650,936,Surrey,4508,Esher Church of England High School,Academy converter,Academies,Open,Academy Converter,01-03-2014,,,Secondary,11,16,No boarders,No Nursery Classes,Does not have a sixth form,Mixed,Church of England,Does not apply,Diocese of Guildford,Non-selective,1200,No Special Classes,19-01-2023,1165,567,598,15.7,Supported by a multi-academy trust,ENLIGHTEN LEARNING TRUST,-,,Not applicable,,10045189,,Not applicable,16-03-2022,14-11-2023,More Lane,,,Esher,Surrey,KT10 8AP,http://www.esherhigh.surrey.sch.uk,1372468068,Mr,Andy,King,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,South East,Elmbridge,Esher,Esher and Walton,(England/Wales) Urban major conurbation,E10000030,513471,165285,Elmbridge 013,Elmbridge 013D,,,,,Good,South-East England and South London,,10012066170,,Not applicable,Not applicable,,,E02006329,E01030310,182,,125274 Predecessor,,,
140748,312,Hillingdon,4023,Ruislip High School,Academy converter,Academies,Open,Academy Converter,01-04-2014,,,Secondary,11,18,No boarders,No Nursery Classes,Has a sixth form,Mixed,Does not apply,Does not apply,Not applicable,Non-selective,1300,Not applicable,19-01-2023,1257,663,594,14.1,Supported by a multi-academy trust,VANGUARD LEARNING TRUST,-,,Not applicable,,10045659,,Not applicable,,12-12-2023,Sidmouth Drive,,,Ruislip,Middlesex,HA4 0BY,http://www.ruisliphigh.com,1895464064,Mr,Gareth,Davies,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,London,Hillingdon,Ruislip Manor,Uxbridge and South Ruislip,(England/Wales) Urban major conurbation,E09000017,510448,186302,Hillingdon 010,Hillingdon 010B,,,,,,North-West London and South-Central England,,10022797821,,Not applicable,Not applicable,,,E02000503,E01002466,145,,133625 Predecessor,,,
140786,919,Hertfordshire,5420,The Hertfordshire & Essex High School and Science College,Academy converter,Academies,Open,Academy Converter,01-04-2014,,,Secondary,11,18,No boarders,No Nursery Classes,Has a sixth form,Girls,None,Does not apply,Not applicable,Non-selective,1360,No Special Classes,19-01-2023,1483,185,1298,4.5,Supported by a multi-academy trust,HERTS & ESSEX MULTI ACADEMY TRUST,Linked to a sponsor,Herts & Essex Multi Academy Trust,Not applicable,,10045643,,Not applicable,,13-11-2023,Warwick Road,,,Bishop's Stortford,Hertfordshire,CM23 5NJ,http://www.hertsandessex.herts.sch.uk/,1279654127,Mrs,Cathy,Tooze,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,East of England,East Hertfordshire,Bishop's Stortford All Saints,Hertford and Stortford,(England/Wales) Urban city and town,E10000015,549579,221024,East Hertfordshire 005,East Hertfordshire 005D,,,,,,North-West London and South-Central England,,10023912611,,Not applicable,Not applicable,,,E02004882,E01023441,42,,117592 Predecessor,,,
140862,304,Brent,4000,Michaela Community School,Free schools,Free Schools,Open,New Provision,01-09-2014,,,Secondary,11,19,No boarders,No Nursery Classes,Has a sixth form,Mixed,None,None,,Non-selective,840,Not applicable,19-01-2023,708,365,343,25.7,Supported by a single-academy trust,MICHAELA COMMUNITY SCHOOLS TRUST,-,,Not applicable,,10047035,,Not applicable,11-05-2023,14-11-2023,North End Road,Wembley,,London,,HA9 0UU,https://michaela.education/,2087953183,Ms,Katharine,Birbalsingh,,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,,Not applicable,,,,,,,,,,,,,,,,,,,London,Brent,Wembley Park,Brent Central,(England/Wales) Urban major conurbation,E09000005,519395,186276,Brent 036,Brent 036A,,,,,Outstanding,North-West London and South-Central England,,202063486,,Not applicable,Not applicable,,,E02006956,E01000615,158,,Does not have links,,,
140884,213,Westminster,4000,Marylebone Boys' School,Free schools,Free Schools,Open,New Provision,01-09-2014,,,Secondary,11,19,No boarders,No Nursery Classes,Has a sixth form,Boys,None,Christian,,Non-selective,950,Not applicable,19-01-2023,727,704,23,36,Supported by a single-academy trust,MARYLEBONE SCHOOL LTD,-,,Not applicable,,10046080,,Not applicable,16-11-2022,27-11-2023,North Wharf Road,,,London,,W2 1QZ,http://www.maryleboneschool.org/,2031437100,Mr,Richard,Ardron,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not applicable,ASD - Autistic Spectrum Disorder,,,,,,,,,,,,,Resourced provision,12,12,,,London,Westminster,Hyde Park,Cities of London and Westminster,(England/Wales) Urban major conurbation,E09000033,526591,181571,Westminster 015,Westminster 015F,,,,,Good,North-West London and South-Central England,United Kingdom,10033645162,,Not applicable,Not applicable,,,E02000974,E01033593,209,,Does not have links,,,
140893,825,Buckinghamshire,5402,Beaconsfield High School,Academy converter,Academies,Open,Academy Converter,01-09-2014,,,Secondary,11,18,No boarders,No Nursery Classes,Has a sixth form,Girls,None,Does not apply,Not applicable,Selective,1100,No Special Classes,19-01-2023,1270,0,1270,1.8,Supported by a single-academy trust,BEACONSFIELD HIGH SCHOOL,-,,Not applicable,,10046208,,Not applicable,12-12-2019,14-11-2023,Wattleton Road,,,Beaconsfield,Buckinghamshire,HP9 1RR,www.beaconsfieldhigh.bucks.sch.uk,1494673043,Ms,Tina,Bond,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,South East,Buckinghamshire,Beaconsfield,Beaconsfield,(England/Wales) Urban city and town,E06000060,494023,190325,Buckinghamshire 053,Buckinghamshire 053D,,,,,Outstanding,North-West London and South-Central England,,1.00081E+11,,Not applicable,Not applicable,,,E02003688,E01017799,16,,110528 Predecessor,,,
140935,309,Haringey,4000,Harris Academy Tottenham,Free schools,Free Schools,Open,New Provision,01-09-2014,,,All-through,4,19,No boarders,No Nursery Classes,Has a sixth form,Mixed,None,None,,,1570,Not applicable,19-01-2023,1309,707,602,33.6,Supported by a multi-academy trust,HARRIS FEDERATION,Linked to a sponsor,Harris Federation,Not applicable,,10047220,,Not applicable,12-01-2023,23-11-2023,Ashley Road,Tottenham,,London,,N17 9LN,www.harristottenham.org.uk,2037724243,Mr,Nick,Soar,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not applicable,,,,,,,,,,,,,,,,,,,London,Haringey,Tottenham Hale,Tottenham,(England/Wales) Urban major conurbation,E09000014,534470,189834,Haringey 015,Haringey 015E,,,,,Outstanding,East of England and North-East London,,10090480556,,Not applicable,Not applicable,,,E02000411,E01033943,393,,Does not have links,,,
140952,306,Croydon,4002,Harris Invictus Academy Croydon,Free schools,Free Schools,Open,New Provision,01-09-2014,,,Secondary,11,18,Not applicable,No Nursery Classes,Has a sixth form,Mixed,None,None,,,900,Not applicable,19-01-2023,992,609,383,42.4,Supported by a multi-academy trust,HARRIS FEDERATION,Linked to a sponsor,Harris Federation,Not applicable,,10047207,,Not applicable,19-01-2023,23-10-2023,88 London Road,,,Croydon,,CR0 2TB,http://www.harrisinvictus.org.uk/,2033713002,Ms,Lisa,Kattenhorn,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not applicable,,,,,,,,,,,,,,,,,,,London,Croydon,Broad Green,Croydon North,(England/Wales) Urban major conurbation,E09000008,532047,166294,Croydon 020,Croydon 020B,,,,,Outstanding,South-East England and South London,,1.00024E+11,,Not applicable,Not applicable,,,E02000213,E01001013,368,,135416 Sixth Form Centre Link,,,
140957,320,Waltham Forest,4002,"Eden Girls' School, Waltham Forest",Free schools,Free Schools,Open,New Provision,01-09-2014,,,Secondary,11,18,No boarders,No Nursery Classes,Does not have a sixth form,Girls,Muslim,Muslim,,,840,Not applicable,19-01-2023,607,0,607,32.8,Supported by a multi-academy trust,STAR ACADEMIES,Linked to a sponsor,Star Academies,Not applicable,,10046925,,Not applicable,28-09-2022,28-11-2023,Blackhorse Lane,,,Walthamstow,,E17 5SD,www.edengirlswalthamforest.com,2085231810,Ms,Aamena,Mayet,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not applicable,,,,,,,,,,,,,,,,,,,London,Waltham Forest,Higham Hill,Walthamstow,(England/Wales) Urban major conurbation,E09000031,535685,190166,Waltham Forest 014,Waltham Forest 014C,,,,,Outstanding,East of England and North-East London,,,,Not applicable,Not applicable,,,E02000908,E01004401,199,,Does not have links,,,
140962,301,Barking and Dagenham,4003,Goresbrook School,Free schools,Free Schools,Open,New Provision,01-09-2014,,,All-through,4,18,Not applicable,Has Nursery Classes,Has a sixth form,Mixed,Multi-faith,None,,,1500,Not applicable,19-01-2023,1102,541,561,33.3,Supported by a multi-academy trust,UNITED LEARNING TRUST,Linked to a sponsor,United Learning Trust,Not applicable,,10047206,,Not applicable,13-06-2019,08-12-2023,Cook Road,,,Dagenham,Essex,RM9 6XW,www.goresbrookschool.org.uk,2035976666,Miss,Megan,Harris,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not applicable,,,,,,,,,,,,,,,,,,,London,Barking and Dagenham,Goresbrook,Barking,(England/Wales) Urban major conurbation,E09000002,547875,183679,Barking and Dagenham 018,Barking and Dagenham 018E,,,,,Good,East of England and North-East London,,10091586630,,Not applicable,Not applicable,,,E02000019,E01000095,335,,Does not have links,,,
140966,208,Lambeth,4003,Trinity Academy,Free schools,Free Schools,Open,New Provision,01-09-2014,,,Secondary,11,18,,No Nursery Classes,Has a sixth form,Mixed,None,Christian,,,840,Not applicable,19-01-2023,616,306,310,47.6,Supported by a multi-academy trust,FUTURE ACADEMIES,Linked to a sponsor,Future Academies,Not applicable,,10046972,,Not applicable,09-06-2022,22-11-2023,Brixton Hill,Brixton,,London,,SW2 1QS,https://www.trinity.futureacademies.org/,2031264993,,Antony,Faccinello,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not applicable,,,,,,,,,,,,,,,,,,,London,Lambeth,Brixton Acre Lane,Streatham,(England/Wales) Urban major conurbation,E09000022,530745,174734,Lambeth 020,Lambeth 020A,,,,,Good,South-East England and South London,,2E+11,,Not applicable,Not applicable,,,E02000637,E01003018,272,,Does not have links,,,
140985,212,Wandsworth,4001,Harris Academy Battersea,Academy sponsor led,Academies,Open,New Provision,01-09-2014,,,Secondary,11,19,No boarders,No Nursery Classes,Has a sixth form,Mixed,Does not apply,None,,,1150,Not applicable,19-01-2023,1031,536,495,49.2,Supported by a multi-academy trust,HARRIS FEDERATION,Linked to a sponsor,Harris Federation,Not applicable,,10046287,,Not applicable,04-10-2023,13-12-2023,401 Battersea Park Road,,,London,,SW11 5AP,http://www.harrisbattersea.org.uk/,2076220026,Mr,Peter,Groves,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not applicable,,,,,,,,,,,,,,,,,,,London,Wandsworth,Battersea Park,Battersea,(England/Wales) Urban major conurbation,E09000032,527924,176527,Wandsworth 003,Wandsworth 003A,,,,,Outstanding,South-East England and South London,,1.00023E+11,,Not applicable,Not applicable,,,E02000925,E01004539,406,,101055 Predecessor,,,
140987,886,Kent,4012,The Leigh UTC,University technical college,Free Schools,Open,New Provision,01-09-2014,,,Secondary,11,18,Not applicable,No Nursery Classes,Has a sixth form,Mixed,None,Does not apply,,,960,Not applicable,19-01-2023,730,558,172,28.8,Supported by a multi-academy trust,LEIGH ACADEMIES TRUST,Linked to a sponsor,Leigh Academies Trust,Not applicable,,10047247,,Not applicable,26-05-2022,13-09-2023,Brunel Way,,,Dartford,Kent,DA1 5TF,http://theleighutc.org.uk/,1322626600,Mr,Kevin,Watson,Principal,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not applicable,,,,,,,,,,,,,,,,,,,South East,Dartford,Bridge,Dartford,(England/Wales) Rural town and fringe,E10000016,554583,175781,Dartford 001,Dartford 001F,,,,,Good,South-East England and South London,,10023439451,,Not applicable,Not applicable,,,E02005028,E01035271,178,,Does not have links,,,
141009,871,Slough,4002,Ditton Park Academy,Free schools,Free Schools,Open,New Provision,01-09-2014,,,Secondary,11,19,,No Nursery Classes,Has a sixth form,Mixed,None,None,,Non-selective,1100,Not applicable,19-01-2023,1131,600,531,20.9,Supported by a multi-academy trust,SASH EDUCATION TRUST,-,,Not applicable,,10046729,,Not applicable,30-03-2023,14-11-2023,Kings Reach,,,Slough,,SL3 7UX,http://www.dittonparkacademy.co.uk/,1753537594,Mr,Nick,Caulfield,Principal,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not applicable,SpLD - Specific Learning Difficulty,HI - Hearing Impairment,"SLCN - Speech, language and Communication",ASD - Autistic Spectrum Disorder,"SEMH - Social, Emotional and Mental Health",PD - Physical Disability,MLD - Moderate Learning Difficulty,SLD - Severe Learning Difficulty,PMLD - Profound and Multiple Learning Difficulty,,,,,Resourced provision,21,20,,,South East,Slough,Upton,Slough,(England/Wales) Urban city and town,E06000039,499198,178611,Slough 011,Slough 011I,,,,,Good,North-West London and South-Central England,United Kingdom,10090770316,,Not applicable,Not applicable,,,E02003417,E01035250,187,,Does not have links,,,
141019,304,Brent,4001,Ark Elvin Academy,Academy sponsor led,Academies,Open,New Provision,01-09-2014,,,Secondary,11,18,No boarders,No Nursery Classes,Has a sixth form,Mixed,None,None,Not applicable,Non-selective,1200,Not applicable,19-01-2023,1273,718,555,32,Supported by a multi-academy trust,ARK SCHOOLS,Linked to a sponsor,ARK Schools,Not applicable,,10046437,,Not applicable,15-06-2023,20-11-2023,Cecil Avenue,Wembley,Middlesex,London,Middlesex,HA9 7DU,http://arkelvinacademy.org/,2089026362,Ms,Rebecca,Curtis,Principal,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not applicable,,,,,,,,,,,,,,,,,,,London,Brent,Wembley Hill,Brent North,(England/Wales) Urban major conurbation,E09000005,518587,185103,Brent 020,Brent 020E,,,,,Outstanding,North-West London and South-Central England,,202025793,,Not applicable,Not applicable,,,E02000112,E01000636,339,,101558 Predecessor,,,
141035,312,Hillingdon,4009,De Salis Studio College,Studio schools,Free Schools,Open,New Provision,01-09-2014,,,Secondary,14,19,,No Nursery Classes,Has a sixth form,Mixed,Does not apply,Does not apply,,,300,Not applicable,19-01-2023,153,95,58,15.7,Supported by a multi-academy trust,THE ROSEDALE HEWENS ACADEMY TRUST,Linked to a sponsor,The Rosedale Hewens Academy Trust,Not applicable,,10046856,,Not applicable,09-05-2019,13-09-2023,Wood End Green Road,,,Hayes,Middlesex,UB4 8JP,http://www.desalisstudiocollege.co.uk,2085732097,Miss,Heidi,Faure,Principal,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not applicable,,,,,,,,,,,,,,,,,,,London,Hillingdon,Charville,Hayes and Harlington,(England/Wales) Urban major conurbation,E09000017,508346,182206,Hillingdon 018,Hillingdon 018B,,,,,Good,North-West London and South-Central England,,1.00023E+11,,Not applicable,Not applicable,,,E02000511,E01002423,21,,Does not have links,,,
141038,938,West Sussex,4011,The Gatwick School,Free schools,Free Schools,Open,New Provision,01-09-2014,,,All-through,4,16,No boarders,No Nursery Classes,Does not have a sixth form,Mixed,None,None,,,1020,Not applicable,19-01-2023,935,471,464,19.2,Supported by a multi-academy trust,AURORA ACADEMIES TRUST,Linked to a sponsor,Aurora Academies Trust,Not applicable,,10047037,,Not applicable,11-01-2023,21-11-2023,23 Gatwick Road,,,Crawley,West Sussex,RH10 9TP,https://www.thegatwickschool.org.uk/,1293538779,Mr,David,Marillat,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not applicable,,,,,,,,,,,,,,,,,,,South East,Crawley,Three Bridges,Crawley,(England/Wales) Urban city and town,E10000032,528594,139309,Crawley 005,Crawley 005E,,,,,Good,South-East England and South London,,2.00001E+11,,Not applicable,Not applicable,,,E02006579,E01031603,179,,Does not have links,,,
